"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-421","COOPERATIVA DEL CAMPO JUAN XXIII","BADAJOZ","VILLAFRANCO DEL GUADIANA","06195","Sociedades Cooperativas Agroalimentarias",29/10/64
"EXT-072","PHENIX EXTREMADURA S. COOP. LTDA.","BADAJOZ","VILLAFRANCO DEL GUADIANA","06195","Segundo Grado",18/10/01
"20270","SOCIEDAD COOPERATIVA DE VIVIENDAS NUESTRA SEÑORA DEL SOCORRO","BADAJOZ","VILLAFRANCO DEL GUADIANA","06195","Sociedades Cooperativas de Viviendas",08/05/74
"EXT-640","SOCIEDAD COOPERATIVA VILLAJULIA","BADAJOZ","VILLAGARCIA DE LA TORRE","06950","Sociedades Cooperativas Agroalimentarias",27/07/07
"EXT-191","COOPERATIVA DEL CAMPO NUESTRO PADRE JESUS, SOCIEDAD COOPERATIVA","BADAJOZ","VILLAGONZALO","06473","Sociedades Cooperativas Agroalimentarias",22/06/64
"BA-227","SOCIEDAD COOPERATIVA LIMITADA DE CONSUMO VILLALBENSE","BADAJOZ","VILLALBA DE LOS BARROS","06208","Sociedades Cooperativas de Consumidores y Usuarios",04/03/85
"EXT-186","SOCIEDAD COOPERATIVA MONTEVIRGEN","BADAJOZ","VILLALBA DE LOS BARROS","06208","Sociedades Cooperativas Agroalimentarias",30/10/62
"06/BA-592","AMBULANCIAS GUADIANA, S. COOP. LTDA.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",09/08/93
"EXT-051","COMERCIAL OVINOS, S. COOP. DE ULTERIOR GRADO","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Segundo Grado",07/03/02
"06/BA-209","COOPERATIVA DE AMBULANCIAS LA SERENA SOCIEDAD COOPERATIVA","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",07/08/84
"23228","CREACIONES SIRENA S. COOP.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",01/12/77
"EXT-1082","DILEE LECTURA FÁCIL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",19/10/15
"EXT-1174","EA GROUP, SOCIEDAD COOPERATIVA DE SEGUNDO GRADO","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Segundo Grado",05/08/13
"EXT-1278","ENTALPIA, S. COOP.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas Integrales",16/03/22
"EXT-916","EXTENSIÓN, SOCIEDAD COOPERATIVA","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Viviendas",26/04/11
"06/BA-412","EXTRECAL, APARADOS PARA EL CALZADO, S.COOP.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",20/12/89
"EXT-088","LA SERENA, SOCIEDAD COOPERATIVA DE TRANSPORTISTAS","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Transportistas",30/06/67
"06/BA-034","PROHORTEX, S. COOP.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",10/06/88
"EXT-1163","RETOS ESPACIO DE APRENDIZAJE S. COOP. ESPECIAL","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",07/03/18
"SMT-1230","SOCIEDAD COOPERATIVA AGROALIMENTARIA SAN ISIDRO","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas Agroalimentarias",25/03/47
"BA-206","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA Y DE CONSERVAS VEGETALES","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas Agroalimentarias",02/08/84
"EXT-134","SOCIEDAD COOPERATIVA TEXTIL VILLANOVENSE","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",27/12/05
"EXT-955","SUMHYFER, S. COOP. ESPECIAL","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",14/05/12
"06/BA-359","TALLERES MERA VILLANOVENSE SOCIEDAD COOPERATIVA","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Trabajo Asociado",14/03/89
"EXT-569","VEGAS ALTAS DE TRANSPORTES, S. COOP. LTDA.","BADAJOZ","VILLANUEVA DE LA SERENA","06700","Sociedades Cooperativas de Transportistas",13/02/86
"EXT-1145","MUAK MODA Y COMPLEMENTO, S. COOP. ESPECIAL","BADAJOZ","VILLANUEVA DEL FRESNO","06110","Sociedades Cooperativas de Trabajo Asociado",17/05/17
"06/BA-380","SOCIEDAD COOPERATIVA CAYLE DEL FRESNO","BADAJOZ","VILLANUEVA DEL FRESNO","06110","Sociedades Cooperativas Agroalimentarias",16/08/89
"EXT-629","SOCIEDAD COOPERATIVA LIMITADA VILLAR DE RENA","BADAJOZ","VILLAR DE RENA","06716","Sociedades Cooperativas Agroalimentarias",23/06/80
"EXT-1068","ÁRIDOS VILLA DEL REY, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","VILLAR DEL REY","06192","Sociedades Cooperativas de Trabajo Asociado",24/03/15
"EXT-688","HERVILLAR, S. COOP. LTDA.","BADAJOZ","VILLAR DEL REY","06192","Sociedades Cooperativas de Trabajo Asociado",21/07/94
"EXT-1003","HUELLA SONORA MUSICOTERAPIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","VILLAR DEL REY","06192","Sociedades Cooperativas de Trabajo Asociado",27/09/13
"BA-203","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS NUESTRA SEÑORA DEL ROSARIO DE VILLAR DEL REY","BADAJOZ","VILLAR DEL REY","06192","Sociedades Cooperativas de Viviendas",03/07/84
"EXT-1140","AGRÍCOLA NUVISA, S. COOP. ESPECIAL","BADAJOZ","VIVARES","06412","Sociedades Cooperativas Agroalimentarias",13/03/17
"18556","S. COOP. DEL CAMPO SAN MIGUEL","BADAJOZ","VIVARES","06412","Sociedades Cooperativas Agroalimentarias",22/07/71
"EXT-357","SOCIEDAD COOPERATIVA DE COLONOS SAN JOSE","BADAJOZ","YELBES","06411","Sociedades Cooperativas Agroalimentarias",11/06/75
"EXT-170","ALIZA, S. COOP. LTDA.","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",09/04/90
"EXT-605","COALPE, S. COOP.","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",15/03/90
"EXT-713","CONSTRUCCIONES ANFEMAN, S. COOP. LTDA.","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",26/03/03
"EXT-565","DISTRIBUCIONES Y SERVICIOS ZAFRA S. COOP.","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",21/10/99
"06/BA-900","SOCIEDAD COOPERATIVA AGRO-GANADERA SAN MIGUEL DE ZAFRA","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas Agroalimentarias",25/10/00
"BA-068","SOCIEDAD COOPERATIVA LIMITADA JUPITER","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",28/04/81
"EXT-746","SOCIEDAD COOPERATIVA LIMITADA MECAMETAL","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",22/06/81
"BA-235","SOCIEDAD COOPERATIVA LIMITADA ZAPUAL","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",27/05/85
"EXT-351","ZAME SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","ZAFRA","06300","Sociedades Cooperativas de Trabajo Asociado",09/09/93
"EXT-832","COCOZA S. COOP. LTDA.","BADAJOZ","ZALAMEA DE LA SERENA","06430","Sociedades Cooperativas de Trabajo Asociado",18/12/87
"06/BA-397","CONFECCIONES CRESPO, S. COOP. LTDA.","BADAJOZ","ZALAMEA DE LA SERENA","06430","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"06/BA-385","GLADY, SOCIEDAD COOPERATIVA","BADAJOZ","ZALAMEA DE LA SERENA","06430","Sociedades Cooperativas de Trabajo Asociado",15/09/89
"EXT-726","MÁRMOLES Y GRANITOS BASEX, S. COOP. ESPECIAL","BADAJOZ","ZALAMEA DE LA SERENA","06430","Sociedades Cooperativas de Trabajo Asociado",11/03/08
"SMT-320","SOCIEDAD COOPERATIVA LIMITADA PASTORA EXTREMEÑA","BADAJOZ","ZALAMEA DE LA SERENA","06430","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",02/12/81
"EXT-1269","CONSTRUCCIONES 2021, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","ZARZA (LA)","06830","Sociedades Cooperativas de Trabajo Asociado",20/08/21
"EXT-733","SOCIEDAD COOPERATIVA LIMITADA SAN MARTÍN","BADAJOZ","ZARZA (LA)","06830","Sociedades Cooperativas Agroalimentarias",23/09/85
"EXT-197","SOCIEDAD COOPERATIVA LIMITADA VIÑA CANCHALOSA","BADAJOZ","ZARZA (LA)","06830","Sociedades Cooperativas Agroalimentarias",29/05/80
"EXT-1237","TIERRA BLANCA, S. COOP. ESPECIAL","BADAJOZ","ZARZA (LA)","06830","Sociedades Cooperativas de Trabajo Asociado",03/02/20
"06/BA-660","COTEXZUR, S. COOP. LTDA.","BADAJOZ","ZURBARAN","06712","Sociedades Cooperativas de Trabajo Asociado",18/10/94
"EXT-543","SOCIEDAD COOPERATIVA DEL CAMPO LA SAGRADA FAMILIA","BADAJOZ","ZURBARAN","06712","Sociedades Cooperativas Agroalimentarias",09/06/65
"EXT-109","ZURBAFRUT SOCIEDAD COOPERATIVA","BADAJOZ","ZURBARAN","06712","Sociedades Cooperativas Agroalimentarias",20/10/04
"18191","COOPERATIVA INDUSTRIAL SANTA ANA","CACERES","ABERTURA","10262","Sociedades Cooperativas de Trabajo Asociado",15/12/70
"EXT-133","TERNERAS EXTREMEÑAS, SOCIEDAD COOPERATIVA","CACERES","ABERTURA","10262","Sociedades Cooperativas Agroalimentarias",18/11/05
"EXT-601","SOCIEDAD COOPERATIVA LA CARANTOÑA","CACERES","ACEHUCHE","10879","Sociedades Cooperativas Agroalimentarias",24/05/88
"23782","SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","ACEHUCHE","10879","Sociedades Cooperativas Agroalimentarias",26/05/78
"15910","SOCIEDAD COOPERATIVA DEL CAMPO SAN SEBASTIÁN","CACERES","ACEITUNA","10666","Sociedades Cooperativas Agroalimentarias",21/06/68
"EXT-696","S. COOP. DEL CAMPO SANTÍSIMO CRISTO DE LOS REMEDIOS","CACERES","AHIGAL","10650","Sociedades Cooperativas Agroalimentarias",16/09/66
"EXT-737","SOCIEDAD COOPERATIVA LIMITADA SAN JOSÉ OBRERO DE AHIGAL","CACERES","AHIGAL","10650","Sociedades Cooperativas Agroalimentarias",17/03/83
"CC-020","SOCIEDAD COOPERATIVA DE VIVIENDA LIMITADA ALAGÓN DEL CAUDILLO","CACERES","ALAGON","10690","Sociedades Cooperativas de Viviendas",25/09/80
"EXT-338","SOCIEDAD COOPERATIVA TABAQUERA UNEXTA","CACERES","ALAGON","10690","Sociedades Cooperativas Agroalimentarias",24/06/92
"EXT-1159","LOS GUINDALES SOCIEDAD COOPERATIVA","CACERES","ALCANTARA","10980","Sociedades Cooperativas Agroalimentarias",26/01/18
"EXT-880","SOCIEDAD COOPERATIVA ALCANTARINA","CACERES","ALCANTARA","10980","Sociedades Cooperativas Agroalimentarias",15/10/73
"EXT-319","SOCIEDAD COOPERATIVA DEL CAMPO NUESTRA SEÑORA DE LOS HITOS, S. COOP.","CACERES","ALCANTARA","10980","Sociedades Cooperativas Agroalimentarias",29/04/63
"EXT-347","SOCIEDAD COOPERATIVA SAN ISIDRO DE ALCUESCAR","CACERES","ALCUESCAR","10160","Sociedades Cooperativas Agroalimentarias",29/05/56
"19403","COOPERATIVA FUNDACION LLORENS NTRA. SRA. DE LOS REMEDIOS, COOP.","CACERES","ALDEA DEL CANO","10163","Sociedades Cooperativas de Trabajo Asociado",23/12/72
"21063","SOCIEDAD COOPERATIVA SAN MARTÍN","CACERES","ALDEA DEL CANO","10163","Sociedades Cooperativas Agroalimentarias",10/07/75
"EXT-1193","STELA SOLUCIONES TECNOLÓGICAS, S. COOP. ESPECIAL","CACERES","ALDEA DEL CANO","10163","Sociedades Cooperativas de Trabajo Asociado",30/11/18
"EXT-742","RIO ALMONTE, SOCIEDAD COOPERATIVA","CACERES","ALDEACENTENERA","10251","Sociedades Cooperativas Agroalimentarias",09/04/08
"CC-026","SOCIEDAD COOPERATIVA LIMITADA NUEVA ESPERANZA","CACERES","ALDEACENTENERA","10251","Sociedades Cooperativas de Trabajo Asociado",12/01/81
"CC-116","VIÑAS DE CENTENERA, S. COOP. LTDA","CACERES","ALDEACENTENERA","10251","Sociedades Cooperativas de Trabajo Asociado",09/10/84
"EXT-1266","ALDEAVERA, S. COOP. ESPECIAL","CACERES","ALDEANUEVA DE LA VERA","10440","Sociedades Cooperativas de Trabajo Asociado",07/07/21
"16400","COOPERATIVA DE PRODUCCIÓN CONFECCIONES TEXTILES","CACERES","ALDEANUEVA DE LA VERA","10440","Sociedades Cooperativas de Trabajo Asociado",10/01/69
"EXT-1285","PENCONA, SOCIEDAD COOPERATIVA","CACERES","ALDEANUEVA DE LA VERA","10440","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",20/05/22
"EXT-899","SOCIEDAD COOPERATIVA DEL CAMPO SAN ISIDRO","CACERES","ALDEANUEVA DEL CAMINO","10740","Sociedades Cooperativas Agroalimentarias",14/10/44
"CC-036","SOCIEDAD COOPERATIVA LIMITADA AMBRACIA VETTONA","CACERES","ALDEANUEVA DEL CAMINO","10740","Sociedades Cooperativas de Trabajo Asociado",05/05/81
"EXT-787","AGROPECUARIA ALIANA, S. COOP.","CACERES","ALIA","10137","Sociedades Cooperativas Agroalimentarias",21/11/86
"EXT-234","S. COOP. DEL CAMPO SANTA CATALINA","CACERES","ALIA","10137","Sociedades Cooperativas Agroalimentarias",25/10/67
"18945","COOPERATIVA REGIONAL DE LA CONSTRUCCIÓN, S. COOP.","CACERES","ALISEDA","10550","Sociedades Cooperativas de Trabajo Asociado",16/05/72
"20472","SOCIEDAD COOPERATIVA APÍCOLA DEL TESORO","CACERES","ALISEDA","10550","Sociedades Cooperativas Agroalimentarias",01/08/74
"CC-029","SOCIEDAD COOPERATIVA LIMITADA ESPECIAL COMIEX","CACERES","ALISEDA","10550","Sociedades Cooperativas de Trabajo Asociado",18/01/81
"EXT-891","SOCIEDAD COOPERATIVA NTRA. SRA. DEL CAMPO DE ALISEDA","CACERES","ALISEDA","10550","Sociedades Cooperativas Agroalimentarias",26/12/67
"EXT-176","ALMARAZ, S. COOP.","CACERES","ALMARAZ","10350","Sociedades Cooperativas de Trabajo Asociado",08/11/95
"CC-080","SAN ROQUE DE ALMARAZ S. COOP. LTDA","CACERES","ALMARAZ","10350","Sociedades Cooperativas de Trabajo Asociado",26/10/82
"SMT-981","REGADHIGOS, S. COOP. LTDA.","CACERES","ALMOHARIN","10132","Sociedades Cooperativas Agroalimentarias",02/03/87
"EXT-025","S. COOP. LTDA. APROCEX, ASOCIACIÓN DE PRODUCTORES DEL CENTRO DE EXTREMADURA","CACERES","ALMOHARIN","10132","Segundo Grado",16/07/98
"CC-065","SOCIEDAD COOPERATIVA LIMITADA ALMOHIGO","CACERES","ALMOHARIN","10132","Sociedades Cooperativas de Trabajo Asociado",16/04/82
"CC-204","SOPETRAN SOCIEDAD COOPERATIVA LIMITADA","CACERES","ALMOHARIN","10132","Sociedades Cooperativas Agroalimentarias",18/03/87
"EXT-022","SAN JUAN DE ALONSO DE OJEDA SOCIEDAD COOPERATIVA AGRICOLA","CACERES","ALONSO DE OJEDA","10109","Sociedades Cooperativas Agroalimentarias",16/03/95
"19351","SOCIEDAD COOPERATIVA SAN JOSÉ","CACERES","ALONSO DE OJEDA","10109","Sociedades Cooperativas Agroalimentarias",16/12/72
"EXT-1038","COOPERATIVA ARROYANA SAN ANTÓN, S. COOP. LTDA.","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Trabajo Asociado",13/01/94
"EXT-414","EL DORADO EDIFICACIONES DE VIVIENDAS S. COOP.","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Viviendas",11/12/06
"10-CC-549","REFORMAS Y ESTRUCTURAS S. COOP. LTDA.","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Trabajo Asociado",18/04/00
"10-CC-440","SOCIEDAD COOPERATIVA DE FERRALLISTAS JOPORFE","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Trabajo Asociado",15/11/93
"22739","SOCIEDAD COOPERATIVA DE VIVIENDAS SAN GREGORIO","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Viviendas",02/05/77
"CC-009","SOCIEDAD COOPERATIVA LIMITADA EL DIVINO MORALES","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas de Trabajo Asociado",03/07/80
"EXT-932","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA DE LA LUZ","CACERES","ARROYO DE LA LUZ","10900","Sociedades Cooperativas Agroalimentarias",11/07/72
"23782","SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","ARROYOMOLINOS","10161","Sociedades Cooperativas Agroalimentarias",17/03/60
"EXT-562","SOCIEDAD COOPERATIVA AGRARIA SAN PABLO","CACERES","ARROYOMOLINOS DE LA VERA","10410","Sociedades Cooperativas Agroalimentarias",04/04/68
"EXT-870","S. COOP. AGROACE","CACERES","AZABAL","10649","Sociedades Cooperativas Agroalimentarias",20/09/00
"20684","SOCIEDAD COOPERATIVA SAN RAMÓN NONATO","CACERES","AZABAL","10649","Sociedades Cooperativas Agroalimentarias",24/12/74
"15024","COOPERATIVA INDUSTRIAL DE CESTERÍA SAN JOSE ARTESANO","CACERES","BAÑOS DE MONTEMAYOR","10750","Sociedades Cooperativas de Trabajo Asociado",26/07/67
"16620","SOCIEDAD COOPERATIVA SANTA ROSA DE LIMA","CACERES","BAÑOS DE MONTEMAYOR","10750","Sociedades Cooperativas Agroalimentarias",02/04/69
"22995","SOCIEDAD COOPERATIVA SAN MIGUEL","CACERES","BARQUILLA DE PINARES","10318","Sociedades Cooperativas Agroalimentarias",05/08/77
"EXT-1301","COMUNIDAD ENERGÉTICA LOCAL LA BARRAEÑA, S. COOP.","CACERES","BARRADO","10696","Sociedades Cooperativas de Consumidores y Usuarios",24/01/23
"EXT-066","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA DEL VISO","CACERES","BARRADO","10696","Sociedades Cooperativas Agroalimentarias",06/07/64
"EXT-829","PROMOCION GANADERA DEL ALAGON, S. COOP.","CACERES","BATAN (EL)","10692","Sociedades Cooperativas de Trabajo Asociado",12/07/01
"10-CC-493","S. COOP. MACARENA","CACERES","BATAN (EL)","10692","Sociedades Cooperativas Agroalimentarias",25/03/96
"CC-100","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO MONROY","CACERES","BELVIS DE MONROY","10394","Sociedades Cooperativas Agroalimentarias",21/02/84
"17918","COOPERATIVA AGRÍCOLA GANADERA DE BENQUERENCIA","CACERES","BENQUERENCIA","10185","Sociedades Cooperativas Agroalimentarias",10/06/70
"EXT-887","SOCIEDAD COOPERATIVA AGROPECUARIA DE BERZOCANA DE SAN FULGENCIO","CACERES","BERZOCANA","10129","Sociedades Cooperativas Agroalimentarias",30/08/69
"EXT-780","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO LAS ERAS","CACERES","BOHONAL DE IBOR","10320","Sociedades Cooperativas Agroalimentarias",17/05/85
"23782","SOCIEDAD COOPERATIVA SAN SEBASTIÁN","CACERES","BOTIJA","10181","Sociedades Cooperativas Agroalimentarias",05/09/74
"EXT-1200","EXTREMEÑA DEL CAMPO DE BROZAS, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","BROZAS","10950","Sociedades Cooperativas de Trabajo Asociado",28/02/19
"EXT-698","SAN ANTON DE BROZAS, S. COOP. LTDA.","CACERES","BROZAS","10950","Sociedades Cooperativas Agroalimentarias",01/10/82
"EXT-409","SOCIEDAD COOPERATIVA SAN ISIDRO DE BROZAS","CACERES","BROZAS","10950","Sociedades Cooperativas Agroalimentarias",14/10/71
"EXT-929","SAN LORENZO S. COOP. LTDA.","CACERES","CABEZABELLOSA","10729","Sociedades Cooperativas Agroalimentarias",25/04/78
"EXT-668","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE PEÑAS ALBAS","CACERES","CABEZUELA DEL VALLE","10610","Sociedades Cooperativas Agroalimentarias",11/04/62
"EXT-065","SOCIEDAD COOPERATIVA LIMITADA SAN MIGUEL","CACERES","CABRERO","10616","Sociedades Cooperativas Agroalimentarias",24/03/64
"SMT-918","ADUCA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","CACERES","10002","Sociedades Cooperativas de Consumidores y Usuarios",10/04/86
"EXT-988","AGUEDA CENTRO DE FORMACIÓN, S. COOP.","CACERES","CACERES","10001","Sociedades Cooperativas de Trabajo Asociado",25/09/95
"EXT-276","AUTOESCUELA FLEMING SOCIEDAD COOPERATIVA LIMITADA","CACERES","CACERES","10002","Sociedades Cooperativas de Trabajo Asociado",14/05/84
"10-CC-361","COEMEX, SOCIEDAD COOPERATIVA","CACERES","CACERES","10002","Sociedades Cooperativas de Trabajo Asociado",27/09/91
"10-CC-358","COEMFARVI, S. COOP","CACERES","CACERES","10002","Sociedades Cooperativas de Viviendas",03/09/91
"EXT-762","COMPLEJO DEPORTIVO CIUDAD CÁCERES GOLF SOCIEDAD COOPERATIVA","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",02/06/08
"11523","COOPERATIVA CACEREÑA DE LA CONSTRUCCIÓN","CACERES","CACERES","10001","Sociedades Cooperativas de Trabajo Asociado",23/05/64
"14659","COOPERATIVA CACEREÑA DE VIVIENDAS MUNAT","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",31/05/67
"8906","COOPERATIVA DE CONSUMO DEL CONSEJO DIOCESANO DE LAS HERMANDADES DEL TRABAJO DE CÁCERES","CACERES","CACERES","10001","Sociedades Cooperativas de Consumidores y Usuarios",06/04/60
"10-CC-614","COOPERATIVA DE VIVIENDAS DE PROTECCIÓN OFICIAL SAN CRISTÓBAL","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",30/01/67
"15937","COOPERATIVA DE VIVIENDAS DE PROTECCIÓN OFICIAL SAN ISIDRO LABRADOR","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",21/06/68
"14940","COOPERATIVA DE VIVIENDAS DE PROTECCION OFICIAL SAN JORGE","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",19/07/67
"16058","COOPERATIVA DE VIVIENDAS DE PROTECCION OFICIAL SANTA MARTA DEL SERVICIO DOMESTICO","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",30/08/68
"6293","COOPERATIVA DE VIVIENDAS PROTEGIDAS NUESTRA SEÑORA DE LA VIRGEN DE LA MONTAÑA PARA FUNCIONARIOS DEL I.N.P.","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",23/10/53
"EXT-807","COOPERATIVA EXTREMEÑA DE ENSEÑANZA LUZ, S. COOP.","CACERES","CACERES","10005","Sociedades Cooperativas de Trabajo Asociado",05/01/89
"EXT-270","COOPERATIVA LICENCIADOS REUNIDOS, S. COOP.","CACERES","CACERES","10005","Sociedades Cooperativas de Trabajo Asociado",13/09/77
"16797","COOPERATIVA PROVINCIAL DE VIVIENDAS NTRA. SRA. DEL PERPETUO SOCORRO","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",23/05/69
"10268","COOPERATIVA PROVINCIAL DEL CAMPO Y GANADEROS","CACERES","CACERES","10001","Sociedades Cooperativas Agroalimentarias",30/10/62
"EXT-882","GANOVEX, S. COOP. ESPECIAL","CACERES","CACERES","10005","Sociedades Cooperativas Agroalimentarias",27/05/10
"EXT-921","GLOBAL DESIGNER CENTER, S. COOP. ESPECIAL","CACERES","CACERES","10001","Sociedades Cooperativas de Trabajo Asociado",01/06/11
"EXT-274","INSTITUTO DE RECONOCIMIENTOS MÉDICOS ACACIAS S. COOP.","CACERES","CACERES","10002","Sociedades Cooperativas de Trabajo Asociado",05/03/99
"CC-171","LIMPIEZAS COLIMPI, S. COOP. LTDA.","CACERES","CACERES","10195","Sociedades Cooperativas de Trabajo Asociado",03/04/86
"EXT-247","MONTYBEL, SOCIEDAD COOPERATIVA LIMITADA","CACERES","CACERES","10195","Sociedades Cooperativas de Trabajo Asociado",13/02/91
"EXT-236","S. COOP. DE VIVIENDAS EL CUADRADO","CACERES","CACERES","10005","Sociedades Cooperativas de Viviendas",08/02/99
"10-CC-523","S. COOP. DE VIVIENDAS GUADILOVA","CACERES","CACERES","10002","Sociedades Cooperativas de Viviendas",08/02/99
"EXT-1160","S. COOP. ESPECIAL PROYECTOS TÉCNICOS SOSTENIBLES","CACERES","CACERES","10004","Sociedades Cooperativas de Trabajo Asociado",06/02/18
"10-CC-333","S. COOP. EXTELCO","CACERES","CACERES","10002","Sociedades Cooperativas de Trabajo Asociado",09/01/91
"EXT-272","S. COOP. MARÍA AUXILIADORA DE CÁCERES","CACERES","CACERES","10005","Sociedades Cooperativas de Enseñanza",18/09/90
"EXT-853","SERVITECH, COOP. DE TRABAJADORES ASOCIADOS, S. COOP.","CACERES","CACERES","10003","Sociedades Cooperativas de Trabajo Asociado",13/04/92
"EXT-261","SOCIEDAD COOPERATIVA ARCO DE LA ESTRELLA","CACERES","CACERES","10004","Sociedades Cooperativas de Enseñanza",20/01/05
"20765","SOCIEDAD COOPERATIVA CACEREÑA DE TRANSPORTISTAS, COCATRA","CACERES","CACERES","10001","Sociedades Cooperativas de Transportistas",06/02/75
"EXT-305","SOCIEDAD COOPERATIVA DE CASAS BARATAS NUESTRA SEÑORA DE LA ASUNCION DE CACERES","CACERES","CACERES","10004","Sociedades Cooperativas de Viviendas",24/12/56
"SMT-1400","SOCIEDAD COOPERATIVA DE COMERCIALIZACIÓN DE PRODUCTOS DE LA DEHESA EXTREMEÑA","CACERES","CACERES","10001","Sociedades Cooperativas Agroalimentarias",16/10/91
"SMT-828","SOCIEDAD COOPERATIVA DE CONSUMO DE FUNCIONARIOS DE LA ADMINISTRACIÓN DE EXTREMADURA, COFAEX","CACERES","CACERES","10001","Sociedades Cooperativas de Consumidores y Usuarios",10/04/85
"21824","SOCIEDAD COOPERATIVA DE VIVIENDAS AYUDANTES, TÉCNICOS, SANITARIOS, AUXILIARES, MÉDICOS, ATSAM","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",22/06/76
"19487","SOCIEDAD COOPERATIVA DE VIVIENDAS CACEREÑA CABEZARRUBIA","CACERES","CACERES","10001","Sociedades Cooperativas de Viviendas",19/02/73
